Origin,Origin_Code,Destination,Destination_Code,Date_accessed,Departure_Gap,Departure_Date,Departure_Day,Departure_time,Arrival_time,Duration,Changes,Price,Fare_Route_Description,Fare_Provider,TOC_Name,TOC_Provider,Ticket_type,nre_fare_category
Chesterfield,CHD,London St Pancras International,STP,20190712_13-22,30,11/08/19,Sunday,15:01,17:12,2:11,0,34.5,Only valid on booked East Midlands Trains services,East Midlands Trains,East Midlands Trains,East Midlands Trains,Advance (Standard Class),RESTRICTED
Leicester,LEI,London St Pancras International,STP,20190712_13-22,1,13/07/19,Saturday,14:03,15:10,1:7,0,34.5,Only valid on booked East Midlands Trains services,East Midlands Trains,East Midlands Trains,East Midlands Trains,Advance (Standard Class),RESTRICTED
Leicester,LEI,London St Pancras International,STP,20190712_13-22,7,19/07/19,Friday,07:06,08:27,1:21,0,71.0,Only valid on booked East Midlands Trains services,East Midlands Trains,East Midlands Trains,East Midlands Trains,Advance (Standard Class),RESTRICTED
Leicester,LEI,London St Pancras International,STP,20190712_13-22,7,19/07/19,Friday,07:55,09:12,1:17,0,56.5,Only valid on booked East Midlands Trains services,East Midlands Trains,East Midlands Trains,East Midlands Trains,Advance (Standard Class),RESTRICTED
Leicester,LEI,London St Pancras International,STP,20190712_13-22,30,11/08/19,Sunday,14:26,16:11,1:45,0,30.0,Only valid on booked East Midlands Trains services,East Midlands Trains,East Midlands Trains,East Midlands Trains,Advance (Standard Class),RESTRICTED
York,YRK,London Kings Cross,KGX,20190712_13-22,1,13/07/19,Saturday,13:57,16:06,2:9,0,56.5,Only valid on booked London North Eastern Railway services and required connecting services.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Advance (Standard Class),RESTRICTED
York,YRK,London Kings Cross,KGX,20190712_13-22,1,13/07/19,Saturday,13:57,16:06,2:9,0,56.5,Only valid on booked London North Eastern Railway services and required connecting services.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Advance (Standard Class),RESTRICTED
York,YRK,London Kings Cross,KGX,20190712_13-22,7,19/07/19,Friday,08:02,10:03,2:1,0,70.0,Only valid on booked London North Eastern Railway services and required connecting services.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Advance (Standard Class),RESTRICTED
York,YRK,London Kings Cross,KGX,20190712_13-22,7,19/07/19,Friday,08:21,10:14,1:53,0,51.2,Only valid on booked Grand Central services.,Grand Central,Grand Central,Grand Central,Advance (Standard Class),RESTRICTED
York,YRK,London Kings Cross,KGX,20190712_13-22,30,11/08/19,Sunday,13:56,15:47,1:51,0,46.5,Only valid on booked London North Eastern Railway services and required connecting services.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Advance (Standard Class),RESTRICTED
York,YRK,London Kings Cross,KGX,20190712_13-22,30,11/08/19,Sunday,15:52,17:43,1:51,0,51.2,Only valid on booked Grand Central services.,Grand Central,Grand Central,Grand Central,Advance (Standard Class),RESTRICTED
Leeds,LDS,London Kings Cross,KGX,20190712_13-22,1,13/07/19,Saturday,14:15,16:36,2:21,0,38.5,Only valid on booked London North Eastern Railway services and required connecting services.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Advance (Standard Class),RESTRICTED
Leeds,LDS,London Kings Cross,KGX,20190712_13-22,7,19/07/19,Friday,07:00,08:59,1:59,0,132.5,Travel is allowed via any permitted route.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Anytime Single,OPEN
Leeds,LDS,London Kings Cross,KGX,20190712_13-22,7,19/07/19,Friday,07:40,10:00,2:20,0,132.5,Travel is allowed via any permitted route.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Anytime Single,OPEN
Leeds,LDS,London Kings Cross,KGX,20190712_13-22,30,11/08/19,Sunday,14:05,16:23,2:18,0,38.5,Only valid on booked London North Eastern Railway services and required connecting services.,London North Eastern Railway,London North Eastern Railway,London North Eastern Railway,Advance (Standard Class),RESTRICTED
